crop,disease,image_location,description,treatment
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/137.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/138.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/139.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/140.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/141.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/142.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/143.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/144.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/145.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/146.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/147.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/148.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/149.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/150.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/151.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/152.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/153.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/154.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/155.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/156.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/157.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/158.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/159.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/160.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/161.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/162.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/163.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/164.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/165.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/166.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/167.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/168.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/169.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/170.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/171.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/172.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/173.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/174.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/175.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/176.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/177.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/178.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/179.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/180.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/181.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/182.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/183.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/184.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/185.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/186.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/187.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/188.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/189.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/190.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/191.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/192.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/193.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/194.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/195.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/196.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/197.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/198.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/199.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/200.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/201.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/202.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/203.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/204.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/205.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/206.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/207.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/208.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/209.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/210.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/211.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/212.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/213.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/214.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/215.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/216.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/217.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/218.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/219.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/220.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/221.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/222.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/223.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/224.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/225.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/226.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/227.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/228.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/229.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/230.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/231.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/232.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/233.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/234.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/235.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/236.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/237.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/238.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/239.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/240.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/241.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/242.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/243.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/244.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/245.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/246.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/247.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/248.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/249.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/250.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/251.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/252.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/253.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/254.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/255.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/256.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/257.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/258.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/259.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/260.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/261.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/262.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/263.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/264.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/265.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/266.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/267.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/268.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/269.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/270.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/271.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/272.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/273.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/274.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/275.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/276.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/277.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/278.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/279.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/280.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/281.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/282.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/283.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/284.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/285.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/286.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/287.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/288.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/289.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/290.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/291.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/292.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/293.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/294.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/295.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/296.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/297.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/298.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/299.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/300.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/301.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/302.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/303.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/304.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/305.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/306.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/307.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/308.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/309.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/310.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/311.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/312.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/313.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/314.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/315.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/316.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/317.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/318.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/319.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/320.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/321.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
Maize,Rust,data/crops_diseases/images/Corn_(maize)___Common_rust_/322.jpg,Fungal disease causing orange-red pustules on leaves,Use resistant varieties and fungicides
